file	url	year	months	day	hours	minutes	seconds	db	frequency	duration
event20230218_234415_113.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230218_234415_113.jpg width="700" height="400">	2023	02	18	23	44	15	-57.7	2046.8	0.2
event20230219_000433_1.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_000433_1.jpg width="700" height="400">	2023	02	19	00	04	33	-62.8	2039.9	0.1
event20230219_001049_2.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_001049_2.jpg width="700" height="400">	2023	02	19	00	10	49	-50.2	2027.7	0.2
event20230219_002136_3.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_002136_3.jpg width="700" height="400">	2023	02	19	00	21	36	-52.9	2016.1	0.2
event20230219_003016_4.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_003016_4.jpg width="700" height="400">	2023	02	19	00	30	16	-62.5	2095.5	0.3
event20230219_004231_5.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_004231_5.jpg width="700" height="400">	2023	02	19	00	42	31	-44.1	2072.7	1
event20230219_010353_6.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_010353_6.jpg width="700" height="400">	2023	02	19	01	03	53	-63.9	2030.7	0.1
event20230219_020634_7.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_020634_7.jpg width="700" height="400">	2023	02	19	02	06	34	-62.9	2089.4	0.2
event20230219_021016_8.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_021016_8.jpg width="700" height="400">	2023	02	19	02	10	16	-64.1	2084.7	0.1
event20230219_021407_9.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_021407_9.jpg width="700" height="400">	2023	02	19	02	14	07	-60	2057.2	0.2
event20230219_022315_10.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_022315_10.jpg width="700" height="400">	2023	02	19	02	23	15	-64	2046.7	0.3
event20230219_023853_11.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_023853_11.jpg width="700" height="400">	2023	02	19	02	38	53	-66.7	2062.3	0.1
event20230219_031609_12.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_031609_12.jpg width="700" height="400">	2023	02	19	03	16	09	-63.4	2077.5	0.1
event20230219_032936_13.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_032936_13.jpg width="700" height="400">	2023	02	19	03	29	36	-62.6	2081.7	0.2
